State,County,Fips,Year,FIRate ,NumberFIIndividuals ,ChildFIRate,NumberFIChildren,CostPerMeal 
WY,"Crook County, Wyoming",56011,2021,8.70%,630,6.70%,120,$3.73 
WY,"Fremont County, Wyoming",56013,2021,12.10%,"4,780",15.50%,"1,570",$3.71 
WY,"Goshen County, Wyoming",56015,2021,9.90%,"1,260",12.30%,310,$3.43 
WY,"Hot Springs County, Wyoming",56017,2021,12.10%,570,14.00%,130,$3.71 
WY,"Johnson County, Wyoming",56019,2021,12.30%,"1,040",15.00%,280,$3.77 
WY,"Laramie County, Wyoming",56021,2021,9.70%,"9,700",12.20%,"2,830",$3.69 
WY,"Lincoln County, Wyoming",56023,2021,8.70%,"1,690",9.20%,480,$5.06 
WY,"Natrona County, Wyoming",56025,2021,11.60%,"9,200",14.50%,"2,780",$3.64 
WY,"Niobrara County, Wyoming",56027,2021,14.30%,350,20.90%,100,$3.43 
WY,"Park County, Wyoming",56029,2021,9.90%,"2,940",12.40%,770,$3.81 
WY,"Platte County, Wyoming",56031,2021,11.00%,940,13.20%,210,$3.43 
WY,"Sheridan County, Wyoming",56033,2021,10.20%,"3,140",10.20%,690,$3.77 
WY,"Sublette County, Wyoming",56035,2021,10.40%,920,13.20%,260,$3.71 
WY,"Sweetwater County, Wyoming",56037,2021,11.40%,"4,850",13.50%,"1,480",$3.60 
WY,"Teton County, Wyoming",56039,2021,8.40%,"1,950",7.70%,320,$5.06 
WY,"Uinta County, Wyoming",56041,2021,10.30%,"2,110",11.60%,680,$3.47 
WY,"Washakie County, Wyoming",56043,2021,9.30%,720,10.10%,180,$3.77 
WY,"Weston County, Wyoming",56045,2021,10.20%,710,9.20%,130,$3.73 
AL,"Autauga County, Alabama",1001,2020,14.50%,"8,070",18.10%,"2,380",$3.22 
AL,"Baldwin County, Alabama",1003,2020,12.40%,"27,070",12.00%,"5,650",$3.72 
AL,"Barbour County, Alabama",1005,2020,19.50%,"4,870",33.40%,"1,740",$3.19 
AL,"Bibb County, Alabama",1007,2020,16.40%,"3,680",21.60%,990,$3.09 
AL,"Blount County, Alabama",1009,2020,13.80%,"7,980",12.70%,"1,700",$3.06 
AL,"Bullock County, Alabama",1011,2020,16.00%,"1,620",31.10%,710,$3.55 
AL,"Butler County, Alabama",1013,2020,16.30%,"3,210",28.20%,"1,240",$3.02 
AL,"Calhoun County, Alabama",1015,2020,16.10%,"18,430",21.80%,"5,400",$3.13 
AL,"Chambers County, Alabama",1017,2020,15.10%,"5,040",24.80%,"1,720",$3.12 
AL,"Cherokee County, Alabama",1019,2020,14.20%,"3,700",13.20%,660,$3.10 
AL,"Chilton County, Alabama",1021,2020,15.90%,"7,000",17.00%,"1,800",$3.19 
AL,"Choctaw County, Alabama",1023,2020,16.90%,"2,160",27.60%,700,$3.08 
AL,"Clarke County, Alabama",1025,2020,19.10%,"4,560",29.00%,"1,500",$3.02 
AL,"Clay County, Alabama",1027,2020,14.70%,"1,950",16.80%,460,$2.94 
AL,"Cleburne County, Alabama",1029,2020,16.10%,"2,410",15.80%,530,$3.16 
AL,"Coffee County, Alabama",1031,2020,14.60%,"7,620",18.80%,"2,320",$3.58 
AL,"Colbert County, Alabama",1033,2020,15.90%,"8,740",19.60%,"2,260",$3.14 
AL,"Conecuh County, Alabama",1035,2020,16.00%,"1,950",29.90%,760,$3.10 
AL,"Coosa County, Alabama",1037,2020,14.00%,"1,500",24.00%,420,$3.33 
AL,"Covington County, Alabama",1039,2020,16.40%,"6,080",18.80%,"1,520",$3.05 
AL,"Crenshaw County, Alabama",1041,2020,15.20%,"2,110",20.10%,620,$3.58 
AL,"Cullman County, Alabama",1043,2020,14.70%,"12,260",13.50%,"2,520",$3.36 
AL,"Dale County, Alabama",1045,2020,17.10%,"8,440",24.10%,"2,730",$3.15 
AL,"Dallas County, Alabama",1047,2020,20.30%,"7,760",39.50%,"3,640",$3.24 
AL,"DeKalb County, Alabama",1049,2020,16.00%,"11,450",17.20%,"2,980",$3.02 
AL,"Elmore County, Alabama",1051,2020,12.50%,"10,170",15.40%,"2,790",$3.44 
AL,"Escambia County, Alabama",1053,2020,18.20%,"6,680",26.20%,"2,160",$3.09 
AL,"Etowah County, Alabama",1055,2020,16.30%,"16,790",21.90%,"4,840",$3.23 
AL,"Fayette County, Alabama",1057,2020,17.80%,"2,930",21.50%,750,$3.02 
AL,"Franklin County, Alabama",1059,2020,14.90%,"4,690",18.60%,"1,470",$2.83 
AL,"Geneva County, Alabama",1061,2020,18.40%,"4,850",21.80%,"1,260",$3.10 
AL,"Greene County, Alabama",1063,2020,22.30%,"1,840",42.30%,750,$3.43 
AL,"Hale County, Alabama",1065,2020,19.20%,"2,840",33.10%,"1,130",$3.54 
AL,"Henry County, Alabama",1067,2020,13.70%,"2,340",19.30%,690,$3.45 
AL,"Houston County, Alabama",1069,2020,15.30%,"16,130",21.70%,"5,280",$3.42 
AL,"Jackson County, Alabama",1071,2020,16.80%,"8,710",18.00%,"1,950",$3.05 
AL,"Jefferson County, Alabama",1073,2020,14.10%,"93,140",22.20%,"33,320",$3.50 
AL,"Lamar County, Alabama",1075,2020,17.10%,"2,380",18.40%,560,$3.02 
AL,"Lauderdale County, Alabama",1077,2020,14.00%,"13,000",15.30%,"2,800",$3.01 
AL,"Lawrence County, Alabama",1079,2020,16.30%,"5,380",18.90%,"1,350",$3.08 
AL,"Lee County, Alabama",1081,2020,14.10%,"22,990",16.00%,"5,520",$3.67 
AL,"Limestone County, Alabama",1083,2020,12.90%,"12,530",14.30%,"3,120",$3.49 
AL,"Lowndes County, Alabama",1085,2020,20.10%,"2,000",40.40%,900,$3.45 
AL,"Macon County, Alabama",1087,2020,16.40%,"3,030",36.20%,"1,150",$3.62 
AL,"Madison County, Alabama",1089,2020,11.90%,"43,590",14.80%,"11,920",$3.35 
AL,"Marengo County, Alabama",1091,2020,17.00%,"3,250",28.90%,"1,290",$3.25 
AL,"Marion County, Alabama",1093,2020,17.70%,"5,290",19.30%,"1,200",$3.02 
AL,"Marshall County, Alabama",1095,2020,15.20%,"14,630",17.10%,"4,110",$3.06 
AL,"Mobile County, Alabama",1097,2020,15.70%,"65,050",24.60%,"23,890",$3.34 
AL,"Monroe County, Alabama",1099,2020,18.30%,"3,840",27.00%,"1,230",$3.12 
AL,"Montgomery County, Alabama",1101,2020,15.70%,"35,470",29.00%,"15,460",$3.40 
AL,"Morgan County, Alabama",1103,2020,14.20%,"16,990",16.80%,"4,600",$3.31 
AL,"Perry County, Alabama",1105,2020,22.90%,"2,090",44.90%,870,$3.28 
AL,"Pickens County, Alabama",1107,2020,18.50%,"3,720",30.80%,"1,220",$3.46 
AL,"Pike County, Alabama",1109,2020,15.10%,"5,040",23.30%,"1,460",$3.55 
AL,"Randolph County, Alabama",1111,2020,15.10%,"3,430",20.10%,970,$2.96 
AL,"Russell County, Alabama",1113,2020,16.80%,"9,730",26.30%,"3,680",$3.18 
AL,"St. Clair County, Alabama",1115,2020,13.10%,"11,630",13.30%,"2,670",$3.49 
AL,"Shelby County, Alabama",1117,2020,9.60%,"20,860",8.50%,"4,300",$3.69 
AL,"Sumter County, Alabama",1119,2020,18.70%,"2,360",36.70%,890,$3.14 
AL,"Talladega County, Alabama",1121,2020,16.50%,"13,220",24.10%,"4,100",$3.16 
AL,"Tallapoosa County, Alabama",1123,2020,15.90%,"6,420",24.90%,"2,090",$3.33 
AL,"Tuscaloosa County, Alabama",1125,2020,14.30%,"29,840",20.50%,"8,990",$3.60 
AL,"Walker County, Alabama",1127,2020,17.30%,"11,040",19.50%,"2,760",$3.03 
AL,"Washington County, Alabama",1129,2020,15.00%,"2,460",20.10%,700,$3.02 
AL,"Wilcox County, Alabama",1131,2020,21.50%,"2,270",42.30%,"1,060",$3.12 
AL,"Winston County, Alabama",1133,2020,17.00%,"4,020",18.10%,880,$3.00 
AK,"Aleutians East Borough, Alaska",2013,2020,9.80%,330,14.40%,60,$4.42 
AK,"Aleutians West Census Area, Alaska",2016,2020,10.10%,570,12.70%,130,$4.42 
AK,"Anchorage Municipality, Alaska",2020,2020,10.00%,"29,270",14.10%,"10,000",$4.13 
AK,"Bethel Census Area, Alaska",2050,2020,20.40%,"3,720",25.80%,"1,680",$4.69 
AK,"Bristol Bay Borough, Alaska",2060,2020,10.80%,80,13.90%,20,$4.42 
AK,"Chugach Census Area, Alaska",2063,2020,9.20%,590,13.70%,190,$4.13 
AK,"Copper River Census Area, Alaska",2066,2020,11.80%,340,14.00%,110,$4.28 
AK,"Denali Borough, Alaska",2068,2020,16.20%,410,16.30%,40,$4.01 
AK,"Dillingham Census Area, Alaska",2070,2020,14.60%,720,19.30%,300,$4.69 
AK,"Fairbanks North Star Borough, Alaska",2090,2020,9.20%,"9,040",12.70%,"3,000",$4.01 
AK,"Haines Borough, Alaska",2100,2020,17.00%,430,22.90%,200,$3.89 
AK,"Hoonah-Angoon Census Area, Alaska",2105,2020,14.10%,300,22.10%,60,$3.93 
AK,"Juneau City and Borough, Alaska",2110,2020,9.30%,"2,980",11.50%,790,$3.87 
AK,"Kenai Peninsula Borough, Alaska",2122,2020,12.80%,"7,550",17.90%,"2,360",$4.55 
AK,"Ketchikan Gateway Borough, Alaska",2130,2020,12.20%,"1,690",17.30%,520,$3.78 
AK,"Kodiak Island Borough, Alaska",2150,2020,9.90%,"1,330",12.40%,420,$4.42 
AK,"Kusilvak Census Area, Alaska",2158,2020,26.80%,"2,230",35.00%,"1,180",$4.42 
AK,"Lake and Peninsula Borough, Alaska",2164,2020,15.00%,170,22.60%,70,$4.42 
AK,"Matanuska-Susitna Borough, Alaska",2170,2020,11.10%,"11,920",14.50%,"4,160",$4.28 
AK,"Nome Census Area, Alaska",2180,2020,16.90%,"1,690",21.10%,730,$4.21 
AK,"North Slope Borough, Alaska",2185,2020,11.00%,"1,030",13.90%,340,$4.01 
AK,"Northwest Arctic Borough, Alaska",2188,2020,18.20%,"1,400",23.40%,640,$4.01 
AK,"Petersburg Borough, Alaska",2195,2020,11.10%,360,16.30%,90,$3.91 
AK,"Prince of Wales-Hyder Census Area, Alaska",2198,2020,16.50%,"1,050",22.90%,330,$3.69 
AK,"Sitka City and Borough, Alaska",2220,2020,10.00%,860,13.90%,250,$3.91 
AK,"Skagway Municipality, Alaska",2230,2020,16.70%,220,26.30%,50,$3.87 
AK,"Southeast Fairbanks Census Area, Alaska",2240,2020,12.00%,830,15.50%,280,$4.01 
AK,"Wrangell City and Borough, Alaska",2275,2020,11.10%,280,17.60%,90,$3.95 
AK,"Yakutat City and Borough, Alaska",2282,2020,10.30%,60,15.70%,20,$3.87 
AK,"Yukon-Koyukuk Census Area, Alaska",2290,2020,18.50%,980,26.20%,390,$4.01 
AZ,"Apache County, Arizona",4001,2020,22.60%,"16,230",29.90%,"5,750",$3.41 
AZ,"Cochise County, Arizona",4003,2020,12.60%,"15,880",19.90%,"5,410",$3.12 
AZ,"Coconino County, Arizona",4005,2020,14.60%,"20,730",18.50%,"5,380",$3.42 
AZ,"Gila County, Arizona",4007,2020,15.90%,"8,550",23.60%,"2,530",$3.29 
AZ,"Graham County, Arizona",4009,2020,13.80%,"5,300",18.30%,"1,880",$3.14 
AZ,"Greenlee County, Arizona",4011,2020,10.80%,"1,020",16.20%,420,$3.14 
AZ,"La Paz County, Arizona",4012,2020,17.50%,"3,680",26.60%,900,$3.27 
AZ,"Maricopa County, Arizona",4013,2020,11.00%,"487,340",16.80%,"176,140",$3.36 
AZ,"Mohave County, Arizona",4015,2020,16.40%,"34,670",24.60%,"8,850",$3.26 
AZ,"Navajo County, Arizona",4017,2020,19.20%,"21,160",26.10%,"7,600",$3.16 
AZ,"Pima County, Arizona",4019,2020,12.60%,"130,860",19.40%,"41,880",$3.31 
AZ,"Pinal County, Arizona",4021,2020,11.10%,"49,680",17.30%,"17,490",$3.19 
AZ,"Santa Cruz County, Arizona",4023,2020,14.00%,"6,540",24.00%,"3,030",$2.72 
AZ,"Yavapai County, Arizona",4025,2020,13.00%,"30,260",17.90%,"6,740",$3.51 
AZ,"Yuma County, Arizona",4027,2020,16.20%,"34,400",28.30%,"15,110",$2.86 
AR,"Arkansas County, Arkansas",5001,2020,14.70%,"2,610",20.90%,850,$3.02 
AR,"Ashley County, Arkansas",5003,2020,16.70%,"3,330",24.50%,"1,120",$3.07 
AR,"Baxter County, Arkansas",5005,2020,15.70%,"6,540",18.90%,"1,370",$3.21 
AR,"Benton County, Arkansas",5007,2020,10.70%,"29,270",10.90%,"7,820",$3.09 
AR,"Boone County, Arkansas",5009,2020,15.40%,"5,780",16.70%,"1,420",$2.93 
AR,"Bradley County, Arkansas",5011,2020,14.90%,"1,620",22.50%,590,$3.09 
AR,"Calhoun County, Arkansas",5013,2020,13.00%,670,21.80%,210,$2.90 
AR,"Carroll County, Arkansas",5015,2020,14.00%,"3,920",15.60%,960,$2.98 
AR,"Chicot County, Arkansas",5017,2020,20.70%,"2,160",39.80%,920,$3.08 
AR,"Clark County, Arkansas",5019,2020,16.90%,"3,790",25.00%,"1,060",$3.05 
AR,"Clay County, Arkansas",5021,2020,18.80%,"2,760",23.10%,730,$2.75 
AR,"Cleburne County, Arkansas",5023,2020,16.10%,"4,040",20.30%,960,$3.15 
AR,"Cleveland County, Arkansas",5025,2020,14.60%,"1,170",21.10%,390,$3.09 
AR,"Columbia County, Arkansas",5027,2020,17.40%,"4,110",27.70%,"1,360",$2.99 
AR,"Conway County, Arkansas",5029,2020,18.00%,"3,750",23.70%,"1,130",$2.83 
AR,"Craighead County, Arkansas",5031,2020,16.00%,"17,490",21.10%,"5,700",$2.87 
AR,"Crawford County, Arkansas",5033,2020,15.90%,"10,050",20.40%,"3,160",$2.89 
AR,"Crittenden County, Arkansas",5035,2020,16.70%,"8,080",31.40%,"4,130",$3.12 
AR,"Cross County, Arkansas",5037,2020,15.90%,"2,640",21.80%,860,$2.73 
AR,"Dallas County, Arkansas",5039,2020,14.10%,"1,000",23.40%,350,$2.89 
AR,"Desha County, Arkansas",5041,2020,17.40%,"2,010",31.70%,940,$3.07 
AR,"Drew County, Arkansas",5043,2020,15.50%,"2,830",24.50%,970,$3.09 
AR,"Faulkner County, Arkansas",5045,2020,14.30%,"17,810",15.80%,"4,550",$3.08 
AR,"Franklin County, Arkansas",5047,2020,19.10%,"3,400",21.30%,870,$2.83 
AR,"Fulton County, Arkansas",5049,2020,17.80%,"2,190",19.60%,500,$2.86 
AR,"Garland County, Arkansas",5051,2020,17.60%,"17,410",24.60%,"4,900",$3.06 
AR,"Grant County, Arkansas",5053,2020,14.20%,"2,590",13.60%,550,$3.24 
AR,"Greene County, Arkansas",5055,2020,17.00%,"7,700",20.90%,"2,300",$2.79 
AR,"Hempstead County, Arkansas",5057,2020,15.50%,"3,370",25.70%,"1,420",$2.85 
AR,"Hot Spring County, Arkansas",5059,2020,15.80%,"5,330",20.50%,"1,470",$2.95 
AR,"Howard County, Arkansas",5061,2020,15.10%,"2,010",24.30%,840,$2.84 
AR,"Independence County, Arkansas",5063,2020,15.50%,"5,810",17.70%,"1,600",$2.88 
AR,"Izard County, Arkansas",5065,2020,18.10%,"2,450",23.40%,560,$3.19 
AR,"Jackson County, Arkansas",5067,2020,19.40%,"3,270",25.80%,870,$2.90 
AR,"Jefferson County, Arkansas",5069,2020,16.30%,"11,080",31.70%,"4,750",$3.03 
AR,"Johnson County, Arkansas",5071,2020,16.70%,"4,430",19.70%,"1,270",$2.89 
AR,"Lafayette County, Arkansas",5073,2020,18.70%,"1,260",32.40%,410,$3.01 
AR,"Lawrence County, Arkansas",5075,2020,17.00%,"2,800",19.00%,690,$2.91 
AR,"Lee County, Arkansas",5077,2020,19.40%,"1,740",35.10%,570,$2.68 
AR,"Lincoln County, Arkansas",5079,2020,15.20%,"2,010",22.50%,500,$3.05 
AR,"Little River County, Arkansas",5081,2020,14.30%,"1,760",20.80%,570,$2.99 
AR,"Logan County, Arkansas",5083,2020,17.30%,"3,730",20.80%,980,$2.83 
AR,"Lonoke County, Arkansas",5085,2020,13.50%,"9,850",15.60%,"2,930",$3.11 
AR,"Madison County, Arkansas",5087,2020,15.50%,"2,540",18.80%,710,$3.02 
AR,"Marion County, Arkansas",5089,2020,18.20%,"3,010",21.80%,660,$3.23 
AR,"Miller County, Arkansas",5091,2020,16.30%,"7,090",23.80%,"2,460",$3.11 
AR,"Mississippi County, Arkansas",5093,2020,18.30%,"7,590",29.50%,"3,210",$2.94 
AR,"Monroe County, Arkansas",5095,2020,18.30%,"1,260",36.00%,520,$2.65 
AR,"Montgomery County, Arkansas",5097,2020,18.20%,"1,630",22.90%,380,$3.10 
AR,"Nevada County, Arkansas",5099,2020,17.00%,"1,410",28.70%,540,$2.82 
AR,"Newton County, Arkansas",5101,2020,14.10%,"1,090",15.80%,240,$2.92 
AR,"Ouachita County, Arkansas",5103,2020,17.00%,"4,000",30.30%,"1,610",$2.90 
AR,"Perry County, Arkansas",5105,2020,16.10%,"1,660",18.50%,420,$2.85 
AR,"Phillips County, Arkansas",5107,2020,22.20%,"4,020",41.40%,"1,930",$3.03 
AR,"Pike County, Arkansas",5109,2020,17.10%,"1,830",18.30%,420,$3.07 
AR,"Poinsett County, Arkansas",5111,2020,18.20%,"4,330",22.70%,"1,290",$2.68 
AR,"Polk County, Arkansas",5113,2020,18.80%,"3,770",23.40%,"1,080",$2.94 
AR,"Pope County, Arkansas",5115,2020,14.80%,"9,450",17.20%,"2,500",$2.93 
AR,"Prairie County, Arkansas",5117,2020,14.00%,"1,140",18.40%,310,$3.12 
AR,"Pulaski County, Arkansas",5119,2020,14.70%,"57,690",25.00%,"22,870",$3.15 
AR,"Randolph County, Arkansas",5121,2020,17.60%,"3,150",20.90%,880,$2.79 
AR,"St. Francis County, Arkansas",5123,2020,19.50%,"4,970",35.10%,"1,930",$2.73 
AR,"Saline County, Arkansas",5125,2020,11.60%,"14,010",13.70%,"3,850",$3.21 
AR,"Scott County, Arkansas",5127,2020,16.40%,"1,680",20.40%,500,$2.85 
AR,"Searcy County, Arkansas",5129,2020,20.30%,"1,600",25.70%,400,$3.22 
AR,"Sebastian County, Arkansas",5131,2020,16.50%,"21,040",21.20%,"6,480",$2.90 
AR,"Sevier County, Arkansas",5133,2020,15.20%,"2,580",19.80%,960,$3.01 
AR,"Sharp County, Arkansas",5135,2020,18.20%,"3,130",23.60%,840,$2.89 
AR,"Stone County, Arkansas",5137,2020,19.30%,"2,430",21.10%,520,$3.15 
AR,"Union County, Arkansas",5139,2020,15.90%,"6,210",25.10%,"2,360",$2.99 
AR,"Van Buren County, Arkansas",5141,2020,17.70%,"2,930",20.60%,660,$3.17 
AR,"Washington County, Arkansas",5143,2020,13.50%,"31,830",14.40%,"8,270",$3.09 
AR,"White County, Arkansas",5145,2020,15.40%,"12,150",18.30%,"3,370",$2.90 
AR,"Woodruff County, Arkansas",5147,2020,16.90%,"1,090",26.60%,370,$2.91 
AR,"Yell County, Arkansas",5149,2020,14.00%,"3,000",16.90%,870,$2.81 
CA,"Alameda County, California",6001,2020,9.30%,"154,830",11.40%,"39,050",$4.25 
CA,"Alpine County, California",6003,2020,11.70%,140,15.00%,40,$3.68 
CA,"Amador County, California",6005,2020,10.60%,"4,160",14.40%,860,$4.22 
CA,"Butte County, California",6007,2020,14.00%,"31,330",17.90%,"8,050",$3.76 
CA,"Calaveras County, California",6009,2020,11.40%,"5,240",16.40%,"1,250",$4.48 
CA,"Colusa County, California",6011,2020,12.90%,"2,760",22.70%,"1,330",$3.47 
CA,"Contra Costa County, California",6013,2020,8.50%,"97,160",11.80%,"30,650",$4.12 
CA,"Del Norte County, California",6015,2020,14.40%,"3,990",20.00%,"1,200",$3.38 
CA,"El Dorado County, California",6017,2020,9.50%,"18,100",10.40%,"3,930",$4.52 
CA,"Fresno County, California",6019,2020,14.40%,"142,780",23.00%,"64,640",$3.32 
CA,"Glenn County, California",6021,2020,12.50%,"3,520",17.10%,"1,280",$3.25 
CA,"Humboldt County, California",6023,2020,15.00%,"20,400",17.50%,"4,550",$3.92 
CA,"Imperial County, California",6025,2020,19.00%,"34,270",32.70%,"16,930",$2.85 
CA,"Inyo County, California",6027,2020,10.70%,"1,910",13.70%,510,$3.36 
CA,"Kern County, California",6029,2020,14.30%,"127,510",22.80%,"58,950",$3.19 
CA,"Kings County, California",6031,2020,12.60%,"19,010",21.00%,"8,610",$3.19 
CA,"Lake County, California",6033,2020,15.00%,"9,610",21.90%,"2,960",$3.99 
CA,"Lassen County, California",6035,2020,11.20%,"3,430",15.70%,780,$3.80 
CA,"Los Angeles County, California",6037,2020,12.70%,"1,271,040",20.10%,"438,950",$3.69 
CA,"Madera County, California",6039,2020,12.60%,"19,680",21.50%,"9,210",$4.00 
CA,"Marin County, California",6041,2020,7.50%,"19,470",5.30%,"2,760",$4.94 
CA,"Mariposa County, California",6043,2020,14.90%,"2,580",22.80%,650,$4.00 
CA,"Mendocino County, California",6045,2020,13.90%,"12,130",20.00%,"3,710",$3.71 
CA,"Merced County, California",6047,2020,13.90%,"38,150",23.00%,"18,530",$3.43 
CA,"Modoc County, California",6049,2020,13.60%,"1,210",18.10%,310,$3.80 
CA,"Mono County, California",6051,2020,10.70%,"1,540",16.70%,500,$4.02 
CA,"Monterey County, California",6053,2020,10.20%,"44,380",17.70%,"20,030",$3.70 
CA,"Napa County, California",6055,2020,8.70%,"12,070",12.10%,"3,440",$4.37 
CA,"Nevada County, California",6057,2020,10.30%,"10,230",11.30%,"1,930",$4.96 
CA,"Orange County, California",6059,2020,9.40%,"296,470",12.30%,"85,990",$3.77 
CA,"Placer County, California",6061,2020,8.00%,"31,360",7.90%,"6,860",$4.08 
CA,"Plumas County, California",6063,2020,13.10%,"2,470",15.70%,500,$3.80 
CA,"Riverside County, California",6065,2020,9.70%,"237,110",16.30%,"99,900",$3.41 
CA,"Sacramento County, California",6067,2020,11.70%,"179,280",17.30%,"63,100",$3.57 
CA,"San Benito County, California",6069,2020,8.30%,"5,100",14.50%,"2,300",$4.48 
CA,"San Bernardino County, California",6071,2020,10.60%,"228,340",18.30%,"104,370",$3.34 
CA,"San Diego County, California",6073,2020,10.10%,"336,190",14.20%,"102,300",$3.70 
CA,"San Francisco County, California",6075,2020,11.00%,"95,890",9.10%,"10,730",$4.92 
CA,"San Joaquin County, California",6077,2020,12.10%,"90,820",19.30%,"39,270",$3.53 
CA,"San Luis Obispo County, California",6079,2020,9.10%,"25,600",11.40%,"5,670",$3.90 
CA,"San Mateo County, California",6081,2020,7.10%,"53,990",5.80%,"9,150",$4.26 
CA,"Santa Barbara County, California",6083,2020,9.20%,"41,140",14.30%,"14,170",$3.59 
CA,"Santa Clara County, California",6085,2020,7.50%,"144,140",6.50%,"27,400",$4.11 
CA,"Santa Cruz County, California",6087,2020,10.00%,"27,360",13.60%,"7,090",$4.51 
CA,"Shasta County, California",6089,2020,13.80%,"24,670",17.90%,"6,910",$3.56 
CA,"Sierra County, California",6091,2020,11.30%,330,13.60%,60,$4.96 
CA,"Siskiyou County, California",6093,2020,15.00%,"6,510",19.90%,"1,750",$3.51 
CA,"Solano County, California",6095,2020,9.40%,"41,840",16.00%,"15,810",$3.55 
CA,"Sonoma County, California",6097,2020,9.30%,"46,040",12.10%,"11,820",$4.30 
CA,"Stanislaus County, California",6099,2020,11.80%,"64,320",18.50%,"27,340",$3.61 
CA,"Sutter County, California",6101,2020,12.50%,"12,060",18.30%,"4,580",$3.27 
CA,"Tehama County, California",6103,2020,14.50%,"9,310",20.60%,"3,160",$3.39 
CA,"Trinity County, California",6105,2020,15.90%,"2,000",21.80%,470,$3.56 
CA,"Tulare County, California",6107,2020,14.90%,"69,330",24.10%,"34,350",$3.36 
CA,"Tuolumne County, California",6109,2020,13.00%,"7,050",16.40%,"1,470",$4.02 
CA,"Ventura County, California",6111,2020,8.50%,"72,180",12.80%,"24,760",$3.73 
CA,"Yolo County, California",6113,2020,10.60%,"23,210",12.40%,"5,710",$3.65 
CA,"Yuba County, California",6115,2020,13.20%,"10,260",18.30%,"3,900",$3.21 
CO,"Adams County, Colorado",8001,2020,9.30%,"47,260",15.50%,"20,940",$3.36 
CO,"Alamosa County, Colorado",8003,2020,12.70%,"2,050",18.90%,740,$4.08 
CO,"Arapahoe County, Colorado",8005,2020,9.00%,"58,220",14.40%,"21,970",$3.59 
CO,"Archuleta County, Colorado",8007,2020,10.50%,"1,430",15.40%,370,$4.07 
CO,"Baca County, Colorado",8009,2020,12.80%,460,14.00%,100,$2.80 
CO,"Bent County, Colorado",8011,2020,14.30%,810,21.20%,180,$3.11 
CO,"Boulder County, Colorado",8013,2020,8.70%,"28,340",8.50%,"5,240",$4.22 
CO,"Broomfield County, Colorado",8014,2020,7.60%,"5,310",7.40%,"1,160",$3.87 
CO,"Chaffee County, Colorado",8015,2020,11.30%,"2,250",14.70%,440,$3.36 
CO,"Cheyenne County, Colorado",8017,2020,9.20%,180,10.90%,70,$2.69 
CO,"Clear Creek County, Colorado",8019,2020,9.90%,940,10.10%,150,$3.83 
CO,"Conejos County, Colorado",8021,2020,12.30%,"1,000",20.00%,420,$3.97 
CO,"Costilla County, Colorado",8023,2020,16.60%,630,26.40%,170,$4.01 
CO,"Crowley County, Colorado",8025,2020,16.60%,950,20.70%,170,$3.14 
CO,"Custer County, Colorado",8027,2020,8.60%,430,12.80%,90,$3.27 
CO,"Delta County, Colorado",8029,2020,14.10%,"4,320",20.20%,"1,210",$3.31 
CO,"Denver County, Colorado",8031,2020,11.10%,"79,290",16.80%,"23,310",$3.80 
