2 pager title,category,topic_area,variable_name,user_friendly_variable_name,variable_definition,periodicity,aggregation_method,format,source,url,last_update_date,general_comments,Libby notes
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_hispanic_or_latino,"Disability, Hispanic or Latino (of any race)","Civilian noninstitutionalized population with a disability, Hispanic or Latino (of any race)",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_under_5_years,"Disability, Under 5 years","Civilian noninstitutionalized population with a disability, Under 5 years",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_5_to_17_years,"Disability, 5 to 17 years","Civilian noninstitutionalized population with a disability, 5 to 17 years",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_18_to_34_years,"Disability, 18 to 34 years","Civilian noninstitutionalized population with a disability, 18 to 34 years",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_35_to_64_years,"Disability, 35 to 64 years","Civilian noninstitutionalized population with a disability, 35 to 64 years",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_65_to_74_years,"Disability, 65 to 74 years","Civilian noninstitutionalized population with a disability, 65 to 74 years",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_75_years_and_over,"Disability, 75 years and over","Civilian noninstitutionalized population with a disability, 75 years and over",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_total,"Disability, percent, total","Percent of civilian noninstitutionalized population with a disability, percent, total",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_male,"Disability, percent, Male","Percent of civilian noninstitutionalized population with a disability, percent, Male",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_female,"Disability, percent, Female","Percent of civilian noninstitutionalized population with a disability, percent, Female",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_white_alone,"Disability, percent, White alone","Percent of civilian noninstitutionalized population with a disability, percent, White alone",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_black_or_african_american_alone,"Disability, percent, Black or African American alone","Percent of civilian noninstitutionalized population with a disability, percent, Black or African American alone",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_american_indian_and_alaska_native_alone,"Disability, percent, American Indian and Alaska Native alone","Percent of civilian noninstitutionalized population with a disability, percent, American Indian and Alaska Native alone",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_asian_alone,"Disability, percent, Asian alone","Percent of civilian noninstitutionalized population with a disability, percent, Asian alone",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_native_hawaiian_and_other_pacific_islander_alone,"Disability, percent, Native Hawaiian and Other Pacific Islander alone","Percent of civilian noninstitutionalized population with a disability, percent, Native Hawaiian and Other Pacific Islander alone",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_some_other_race_alone,"Disability, percent, Some other race alone","Percent of civilian noninstitutionalized population with a disability, percent, Some other race alone",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_two_or_more_races,"Disability, percent, Two or more races","Percent of civilian noninstitutionalized population with a disability, percent, Two or more races",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_white_alone__not_hispanic_or_latino,"Disability, percent, White alone, not Hispanic or Latino","Percent of civilian noninstitutionalized population with a disability, percent, White alone, not Hispanic or Latino",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_hispanic_or_latino,"Disability, percent, Hispanic or Latino (of any race)","Percent of civilian noninstitutionalized population with a disability, percent, Hispanic or Latino (of any race)",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_under_5_years,"Disability, percent, Under 5 years","Percent of civilian noninstitutionalized population with a disability, percent, Under 5 years",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_5_to_17_years,"Disability, percent, 5 to 17 years","Percent of civilian noninstitutionalized population with a disability, percent, 5 to 17 years",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_18_to_34_years,"Disability, percent, 18 to 34 years","Percent of civilian noninstitutionalized population with a disability, percent, 18 to 34 years",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_35_to_64_years,"Disability, percent, 35 to 64 years","Percent of civilian noninstitutionalized population with a disability, percent, 35 to 64 years",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_65_to_74_years,"Disability, percent, 65 to 74 years","Percent of civilian noninstitutionalized population with a disability, percent, 65 to 74 years",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Demographics,Population Characteristic,disability_percent_75_years_and_over,"Disability, percent, 75 years and over","Percent of civilian noninstitutionalized population with a disability, percent, 75 years and over",Yearly,Percent,percent,"U.S. Census Bureau, American Community Survey, S1810  DISABILITY CHARACTERISTICS",https://data.census.gov/cedsci/table?q=disability%20status&g=0100000US%240500000&tid=ACSST5Y2020.S1810,9/23/22,,Added category
Nutrition Security and Food Access,Institutions,Population Characteristic,school_enrollment_population_3_years_and_over_nursery_school_and_preschool,"School enrollment, population 3 years and over, nursery school and preschool","Population 3 years and over enrolled in school, nursery school and preschool",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1401  SCHOOL ENROLLMENT",https://data.census.gov/cedsci/table?q=enrollment&g=0100000US%240500000&tid=ACSST5Y2020.S1401&moe=false,9/23/22,,Changed category
Nutrition Security and Food Access,Institutions,Population Characteristic,school_enrollment_population_3_years_and_over_kindergarten,"School enrollment, population 3 years and over, kindergarten","Population 3 years and over enrolled in school, kindergarten",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1401  SCHOOL ENROLLMENT",https://data.census.gov/cedsci/table?q=enrollment&g=0100000US%240500000&tid=ACSST5Y2020.S1401&moe=false,9/23/22,,Changed category
Nutrition Security and Food Access,Institutions,Population Characteristic,school_enrollment_population_3_years_and_over_elementary_grade_1_to_grade_4,"School enrollment, population 3 years and over, elementary: grade 1 to grade 4","Population 3 years and over enrolled in school, elementary: grade 1 to grade 4",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1401  SCHOOL ENROLLMENT",https://data.census.gov/cedsci/table?q=enrollment&g=0100000US%240500000&tid=ACSST5Y2020.S1401&moe=false,9/23/22,,Changed category
Nutrition Security and Food Access,Institutions,Population Characteristic,school_enrollment_population_3_years_and_over_elementary_grade_5_to_grade_8,"School enrollment, population 3 years and over, elementary: grade 5 to grade 8","Population 3 years and over enrolled in school, elementary: grade 5 to grade 8",Yearly,Count,integer,"U.S. Census Bureau, American Community Survey, S1401  SCHOOL ENROLLMENT",https://data.census.gov/cedsci/table?q=enrollment&g=0100000US%240500000&tid=ACSST5Y2020.S1401&moe=false,9/23/22,,Changed category
